,253950,39230,-2671
51168213,253987,39124,-2398
51168915,254175,39227,-2574
51169617,253910,39067,-2693
51170319,254131,39146,-2869
51171021,253764,39058,-2683
51171723,253930,39195,-2681
51172425,254050,39143,-2815
51173127,253933,38977,-2616
51173829,254004,39195,-2526
51174531,253889,39165,-2449
51175233,254104,39093,-2451
51175934,254079,39394,-2486
51176636,253853,39051,-2643
51177338,254129,39079,-2748
51178040,253829,39169,-2337
51178742,254004,39259,-2171
51179445,254101,39047,-2444
51180147,253794,39151,-2515
51180848,253947,39009,-2333
51181550,254041,39213,-2397
51182252,254063,39100,-2371
51182953,254241,39140,-2578
51183655,253777,39061,-2252
51184358,254090,39252,-2523
51185060,253960,39211,-2782
51185761,253959,39040,-2741
51186464,253893,38973,-2562
51187166,253820,39144,-2267
51187867,253691,39414,-2403
51188569,253928,39206,-2352
51189272,253976,39161,-2491
51189973,253908,39036,-2540
51190674,253862,39045,-2636
51191377,253928,39197,-2927
51192079,254012,39050,-2552
51192780,254019,39065,-2699
51193483,253936,39097,-2670
51194186,254059,39072,-2362
51194887,254109,39222,-2547
51195588,253862,39123,-2836
51196291,253973,39024,-2208
51196992,254051,39040,-2540
51197693,254369,39384,-2639
51198396,254020,39079,-2722
51199099,254036,39017,-2823
51199800,253827,39098,-2643
51200503,254171,39074,-2477
51201206,253905,39088,-2396
51201907,253897,39183,-2617
51202608,254084,39168,-2451
51203311,253949,39097,-2266
51204014,253900,39101,-2470
51204715,253909,38977,-2343
51205418,253884,39313,-2765
51206121,254047,39043,-2685
51206822,254090,39084,-2568
51207523,254120,39150,-2550
51208226,253914,39195,-2700
51208928,253837,39335,-2589
51209629,253878,39037,-2530
51210332,253838,39233,-2473
51211035,254011,39157,-2550
51211736,253744,38982,-2447
51212438,254020,39273,-2836
51213141,253990,39213,-2722
51213843,254099,39128,-2599
51214544,254013,39171,-2456
51215247,253960,39146,-2483
51215949,254065,39144,-2292
51216650,253963,38962,-2747
51217352,253998,39271,-2516
51218055,253939,39275,-2386
51218757,254112,39273,-2415
51219459,254089,39219,-2519
51220162,253870,38995,-2607
51220864,253920,39178,-2191
51221565,253802,39125,-2201
51222267,254044,39276,-2648
51222969,253996,39022,-2443
51223671,254079,39222,-2595
51224373,254017,39203,-2508
51225076,253910,39097,-2597
51225778,254062,39081,-2529
51226480,253864,39050,-2840
51227182,253612,39290,-2809
51227884,253998,39182,-2478
51228586,253977,39114,-2604
51229288,253994,39180,-2575
51229990,253812,39016,-2432
51230692,254031,39158,-2785
51231395,254072,39054,-2852
51232097,254086,39116,-2573
51232798,253802,39052,-2394
51233501,253909,39173,-2496
51234204,253882,39080,-2757
51234905,253785,39093,-2723
51235606,253743,38952,-2637
51236309,253883,39264,-2722
51237011,253908,39392,-2694
51237712,254116,39166,-2596
51238415,254135,39180,-2524
51239118,254090,39387,-2632
51239819,253953,39109,-2393
51240520,254082,39106,-2357
51241223,254010,39385,-2551
51241924,253821,39164,-2776
51242625,253947,39231,-2397
51243328,253923,39091,-2495
51244031,253843,39145,-2252
51244732,253843,39289,-2496
51245435,253873,39195,-2272
51246138,253776,39226,-2547
51246839,254162,39135,-2481
51247540,253957,39240,-2527
51248243,253885,39020,-2455
51248944,254053,39015,-2348
51249645,254035,39147,-2441
51250348,254098,39166,-2607
51251051,254228,39166,-2322
51251752,253801,39161,-2549
51252454,253879,38967,-2726
51253157,254027,39157,-2616
51253858,253937,39120,-2541
51254559,254030,39123,-3023
51255262,253959,39224,-2668
51255964,254038,39110,-2637
51256665,253956,39343,-2796
51257367,254057,39053,-2776
51258070,253964,39287,-2965
51258771,254114,39186,-2574
51259473,254005,39095,-2543
51260176,254078,39267,-2541
51260878,253889,39199,-2507
51261579,254048,39011,-2692
51262281,253872,39095,-2630
51262983,254187,39042,-2562
51263685,254032,39093,-2581
51264387,253931,39274,-2619
51265089,253878,38945,-2566
51265791,253847,39000,-2387
51266494,253864,39219,-2574
51267196,253959,39157,-2479
51267897,253928,39063,-3087
51268599,253992,39148,-2718
51269301,254113,39160,-2763
51270003,254127,39111,-2587
51270705,253775,39193,-2346
51271408,254032,39188,-2728
51272110,253883,39132,-2610
51272811,253793,39183,-2561
51273513,253914,39117,-2443
51274215,254246,39234,-2444
51274916,253797,39156,-2692
51275618,253989,38943,-2851
51276321,253920,39309,-2406
51277023,253837,39000,-2699
51277724,253957,39144,-2801
51278427,253941,38968,-2540
51279129,253978,39084,-2644
51279830,253764,39228,-2409
51280532,254099,39129,-2567
51281235,253932,39048,-2716
51281936,253976,39113,-2225
51282637,253969,39059,-2692
51283340,254037,38959,-2489
51284042,254102,39272,-2497
51284743,253820,39332,-2254
51285446,253931,39243,-2370
51286149,253825,39045,-2599
51286850,253874,39032,-2524
51287551,253978,39211,-2409
51288254,254053,39251,-2322
51288955,254084,39197,-2385
51289656,253831,39157,-2306
51290359,254058,39240,-2688
51291061,254012,39287,-2586
51291762,253890,38953,-2492
51292465,254012,39032,-2655
51293168,254030,39204,-2529
51293869,253866,39192,-2667
51294570,253812,39048,-2756
51295273,254041,39285,-2692
51295974,253897,39164,-2317
51296675,253944,39242,-2936
51297378,254082,39075,-2599
51298081,254004,39324,-2822
51298782,254062,39213,-2586
51299485,254163,39263,-2757
51300188,254080,39236,-2429
51300889,253900,39170,-2485
51301590,253925,39177,-2342
51302293,253979,38994,-2658
51302994,253740,39106,-2534
51303695,254059,39035,-2658
51304398,253695,39151,-2442
51305101,254005,39037,-2611
51305802,253931,39105,-2400
51306504,253874,39135,-2322
51307207,253798,39195,-2454
51307908,253774,39249,-2577
51308609,254142,39098,-2479
51309312,254014,39188,-2372
51310015,254019,39198,-2376
51310716,253873,39322,-2391
51311418,254136,39313,-2686
51312121,253856,38981,-2596
51312823,254117,39258,-2442
51313524,254088,39086,-2679
51314226,254006,39216,-2575
51314928,253860,39056,-2519
51315630,253934,39036,-2628
51316332,253872,38908,-2685
51317035,253867,39103,-2634
51317737,254048,39236,-2572
51318439,253953,39116,-2542
51319141,253769,39250,-2469
51319843,253860,39168,-2427
51320545,254108,39191,-2423
51321247,253856,38882,-2478
51321948,254104,39054,-2550
51322650,253882,39175,-2591
51323352,254022,38986,-2462
51324054,254008,39061,-2389
51324756,253719,39083,-2374
51325459,254105,39122,-2592
51326161,253805,39204,-2433
51326863,254076,39119,-2598
51327565,254078,38934,-2628
51328267,253993,39090,-2725
51328968,253887,39184,-2445
51329670,253823,39356,-2358
51330372,254033,39050,-2500
51331074,253990,39239,-2730
51331776,253875,39125,-2816
51332479,253837,39321,-2582
51333181,254192,39175,-2544
51333882,254088,39288,-2570
51334584,253938,39102,-2707
51335286,253939,39304,-2484
51335987,254107,39019,-2716
51336688,254119,39072,-2753
51337391,254036,39261,-2293
51338094,253869,39196,-2562
51338795,253922,38993,-2479
51339497,254067,39031,-2719
51340200,253695,39012,-2724
51340901,253704,39312,-2801
51341602,253845,39090,-2639
51342305,253898,39343,-2564
51343008,254013,39120,-2420
51343709,253987,39096,-2313
51344411,254162,39013,-2663
51345114,253945,39072,-2781
51345815,253920,38935,-2658
51346516,253893,38926,-2593
51347219,254112,39182,-2430
51347921,254010,39198,-2425
51348622,253783,39306,-2400
51349324,254062,39213,-2429
51350027,253949,39075,-2372
51350728,254139,39100,-2555
51351430,254094,39411,-2343
51352133,253956,39139,-2664
51352835,253989,38975,-2428
51353536,253956,39107,-2718
51354238,253971,39173,-2533
51354940,253983,39221,-2508
51355641,253991,39021,-2677
51356343,254024,39079,-2860
51357046,254011,39060,-2792
51357748,254114,39294,-3063
51358450,253937,38981,-2592
51359152,253739,39209,-2629
51359854,254058,39323,-2901
51360556,253968,39095,-2571
51361258,253947,39138,-2790
51361959,254089,39332,-2393
51362661,254086,39430,-2654
51363363,254041,39148,-2423
51364065,253801,39322,-2625
51364767,253809,39062,-2697
51365470,254097,39061,-2665
51366172,253860,39057,-2469
51366873,254024,39083,-2592
51367575,253809,38946,-2802
51368277,253893,39241,-2512
51368978,253846,39007,-2562
51369680,253788,38923,-2366
51370382,253860,39099,-2772
51371085,253891,39048,-2685
51371787,253888,39252,-2632
51372489,253848,39223,-2468
51373191,253854,39153,-2549
51373893,254057,39137,-2371
51374595,253902,39177,-2528
51375297,254081,39256,-2448
51375999,254026,39135,-2739
51376701,254090,39270,-2784
51377403,254106,39214,-2458
51378105,254121,39129,-2443
51378807,254025,39252,-2500
51379510,253973,39256,-2497
51380212,253985,39322,-2418
51380913,253913,39028,-2650
51381615,253870,38944,-2550
51382317,253936,39093,-2594
51383019,253912,39065,-2667
51383721,253833,39051,-2546
51384424,253947,38993,-2595
51385126,253756,39054,-2629
51385827,253652,39228,-2466
51386529,253892,39076,-2298
51387231,253955,39119,-2652
51387932,254077,38986,-2252
51388634,253856,38953,-2391
51389337,253773,39219,-2408
51390039,254046,39170,-2479
51390740,254223,39033,-2490
51391443,253830,39171,-2621
51392145,254118,39045,-2714
51392846,254016,39259,-2370
51393548,253874,39253,-2377
51394251,253931,38992,-2606
51394952,253689,39084,-2518
51395654,253983,39303,-2322
51396357,254048,39184,-2396
51397059,253923,39365,-2419
51397760,254122,39218,-2256
51398463,253948,39378,-2410
51399166,253733,39075,-2644
51399867,253977,39041,-2628
51400568,254068,39061,-2808
51401271,253899,38972,-2690
51401972,253890,39261,-2535
51402673,253926,39011,-2727
51403376,253933,39076,-2489
51404079,253994,39197,-2576
51404780,253992,39277,-2266
51405483,254089,39090,-2487
51406186,254052,39203,-2417
51406887,254007,38785,-2794
51407588,253977,39165,-2775
51408291,254206,38982,-2576
51408992,253982,39081,-2501
51409693,253962,39004,-2693
51410396,254165,39402,-2693
51411099,253981,39281,-2558
51411800,253791,39272,-2549
51412503,253838,39061,-2343
51413206,254011,39180,-2451
51413907,253810,39120,-2435
51414608,253885,39240,-2356
51415311,253933,39109,-2724
51416014,254100,38948,-2576
51416715,254034,39167,-2712
51417417,254221,39212,-2480
51418120,253865,39018,-2544
51418821,253755,39243,-2742
51419522,253964,39081,-2592
51420225,254117,39159,-2465
51420926,253798,39258,-2700
51421627,253875,39136,-2494
51422330,253968,39243,-2693
51423033,254102,39114,-2811
51423734,254042,39103,-2285
51424436,253935,39257,-2501
51425139,253982,38997,-2504
51425840,253871,39127,-2704
51426541,253932,39175,-2468
51427244,253960,39062,-2385
51427946,253891,38932,-2772
51428647,253810,39261,-2615
51429349,253742,38975,-2398
51430052,253931,38987,-2586
51430754,253734,39196,-2641
51562955,254061,39176,-2490
51563656,253721,39247,-2582
51564359,253773,39226,-2384
51565061,253771,38975,-2593
51565762,253922,38972,-2650
51566465,254303,39177,-2486
51567168,253780,39075,-2449
51567869,254019,39182,-2602
51568570,253876,38900,-2585
51569273,253967,39242,-2779
51569974,253971,39132,-2536
51570675,254051,39308,-2599
51571378,253968,39047,-2697
51572081,253895,39081,-2431
51572782,253782,39121,-2553
51573485,254076,39192,-2787
51574188,254091,39274,-2830
51574889,254187,39089,-2699
51575590,253906,38992,-2567
51576293,254181,39225,-2624
51576994,253862,39178,-2636
51577695,253979,38830,-2645
51578398,254004,39047,-2493
51579101,253760,39111,-2601
51579802,253974,39150,-2337
51580504,254022,39207,-2527
51581207,254082,39151,-2506
51581908,253792,39051,-2331
51582609,253969,39106,-2477
51583312,253964,39053,-2344
51584015,254018,39228,-2632
51584716,253928,38963,-2487
51585418,253831,39376,-2412
51586121,253838,39052,-2647
51586823,253958,39366,-2491
51587524,253647,39091,-2784
51588226,254074,39144,-2760
51588928,253983,39142,-2627
51589630,253774,39024,-2806
51590332,253793,38946,-2382
51591035,253938,39116,-2507
51591737,253918,38948,-2324
51592439,253821,38983,-2729
51593141,253765,39296,-2333
51593843,253731,39165,-2511
51594545,254011,39369,-2609
51595247,253645,38999,-2334
51595948,253888,38981,-2577
51596650,253764,38926,-2590
51597352,253729,39075,-2439
51598054,253878,39013,-2363
51598756,253836,38909,-2438
51599459,253940,39146,-2620
51600161,254073,39133,-2238
51600863,254012,39254,-2328
51601565,253748,39324,-2379
51602267,253826,39036,-2471
51602968,253985,39032,-2654
51603670,253975,39372,-2497
51604372,253882,39174,-2567
51605074,254045,39186,-2506
51605776,253922,39164,-2625
51606479,253792,39251,-2486
51607181,253937,39098,-2693
51607882,253935,39148,-2559
51608584,254086,39157,-2455
51609286,253981,39182,-2419
51609987,254093,39174,-2492
51610688,254098,39249,-2540
51611391,253888,39333,-2573
51612094,253877,39004,-2811
51612795,254120,39319,-2376
51613497,253999,39341,-2642
51614200,254006,39113,-2743
51614901,253958,39092,-2439
51615602,253658,39388,-2660
51616305,253982,39154,-2721
51617008,253933,39107,-2655
51617709,254023,39040,-2720
51618411,254022,39035,-2662
51619114,253915,39096,-2563
51619815,254125,39185,-2563
51620516,254199,39197,-2535
51621219,253839,39123,-2433
51621921,253942,39092,-2578
51622622,254105,39218,-2610
51623324,254109,39069,-2545
51624027,253792,39036,-2570
51624728,253832,39107,-2684
51625430,254084,39173,-2649
51626133,254075,39117,-2662
51626835,253956,38962,-2596
51627536,254234,39173,-2055
51628238,254053,39015,-2520
51628940,253899,39155,-2573
51629641,254032,39264,-2287
51630343,254094,39043,-2849
51631046,253839,39080,-2590
51631748,253987,39021,-2513
51632450,253893,39116,-2456
51633152,254111,39281,-2582
51633854,254046,38980,-2320
51634556,253978,39047,-2562
51635258,253924,38967,-2507
51635959,253971,39044,-2570
51636661,253982,39081,-2501
51637363,254053,39155,-2753
51638065,254055,39183,-2432
51638767,254073,39048,-2452
51639470,253883,38991,-2591
51640172,254013,39378,-2730
51640873,253835,39119,-2453
51641575,253927,39130,-3104
51642277,254046,39142,-2562
51642978,254162,39252,-2972
51643680,253951,39220,-2632
51644382,254005,39135,-2536
51645084,254152,39232,-2511
51645786,253995,39031,-2441
51646489,254105,39154,-2646
51647191,253985,39090,-2790
51647892,254027,39043,-2371
51648594,253960,39066,-2340
51649296,254108,39272,-2576
51649997,254023,39087,-2643
51650699,253786,39121,-2367
51651402,253836,39131,-2576
51652104,253920,39209,-2663
51652805,253789,39016,-2589
51653508,254034,38937,-2784
51654211,253998,39458,-2613
51654912,254124,39128,-2661
51655613,254080,39122,-2652
51656316,253802,39296,-2502
51657018,253919,38994,-2712
51657719,253922,39255,-2724
51658422,253926,39053,-2852
51659125,254005,39114,-2488
51659826,253999,39348,-2508
51660527,253902,38962,-2339
51661230,253974,39159,-2669
51661931,253790,39225,-2700
51662632,253911,38907,-2695
51663335,253931,39048,-2252
51664038,253926,39347,-2491
51664739,253913,39076,-2428
51665441,253866,39083,-2464
51666144,253928,39151,-2349
51666846,253978,39257,-2383
51667547,253929,39049,-2001
51668249,254087,39126,-2256
51668951,254226,39136,-2206
51669652,254206,39398,-2426
51670354,253830,39050,-2657
51671056,253980,39091,-2576
51671758,253951,39261,-2631
51672460,253759,39139,-2632
51673162,253946,39350,-2466
51673864,253744,39393,-2529
51674566,253814,39179,-2367
51675268,253844,39258,-2282
51675969,253928,39123,-2619
51676671,253830,39028,-2684
51677374,254101,38986,-2594
51678076,253882,38955,-2727
51678777,253952,38944,-2990
51679480,254090,39009,-2905
51680183,253933,38932,-3180
51680884,254113,39072,-2954
51681585,253724,38999,-2530
51682288,253746,39348,-2702
51682989,253811,39067,-2630
51683691,253968,39343,-2173
51684394,253758,39030,-2504
51685096,254036,39119,-2487
51685797,254148,39218,-2536
51686500,254046,39332,-2346
51687203,253929,39230,-2649
51687904,254016,39187,-2450
51688605,253954,39066,-2499
51689308,253973,39014,-1987
51690011,253705,39136,-2725
51690712,253841,39059,-2363
51691415,253747,39320,-2579
51692118,253946,39189,-2355
51692819,253763,39257,-2539
51693520,253954,39316,-2600
51694223,254155,39193,-2716
51694925,253872,39232,-2505
51695626,253975,39171,-2520
51696328,253960,39106,-2581
51697031,254142,39240,-2356
51697733,254200,39220,-2244
51698435,253867,39084,-2614
51699137,254027,39024,-2513
51699839,253983,39076,-2232
51700541,253977,39042,-2806
51701243,254045,39089,-2711
51701944,253953,39155,-2655
51702646,253934,38943,-2288
51703348,254104,39279,-2369
51704050,253955,39078,-2889
51704752,254136,39065,-2696
51705455,254021,39077,-2491
51706157,254045,39200,-2581
51706858,253909,39025,-2366
51707560,253970,39006,-2860
51708263,253917,39201,-2559
51708964,253941,39007,-2499
51709666,253961,38855,-2718
51710369,253913,39215,-2400
51711071,254090,39182,-2366
51711772,253888,39174,-2471
51712475,253823,39340,-2601
51713178,253721,39188,-2284
51713879,253954,39120,-2259
51714580,253982,39346,-2749
51715283,254063,39322,-2582
51715984,253920,39264,-2601
51716686,253886,39213,-2424
51717389,254050,39127,-2516
51718091,253895,39177,-2625
51718792,253883,39196,-2652
51719495,254181,39129,-2830
51720198,253951,39233,-2594
51720899,253793,39179,-2412
51721601,254024,39177,-2507
51722304,253802,39105,-2544
51723006,253794,38996,-2562
51723707,253886,39125,-2752
51724410,254154,39457,-2563
51725113,253867,39067,-2573
51725814,253918,39042,-2460
51726515,253969,39144,-2216
